timestamp,ldr1,ldr2,ldr3,ldr4,voltage,current,power,servo1 angle,servo2 angle
2024-08-02T01:22:47.831552,81.0,69.0,45.0,147.0,0.29,0.12,0.03,90,90
2024-08-02T01:23:25.839043,144.0,68.0,80.0,173.0,0.98,0.27,0.26,90,90
2024-08-02T01:23:45.442276,156.0,56.0,68.0,195.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:24:05.503408,154.0,55.0,0.0,196.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:24:25.558231,149.0,53.0,0.0,194.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:24:45.614831,147.0,54.0,3.0,193.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:28:15.338286,77.0,60.0,43.0,147.0,0.39,0.12,0.05,90,90
2024-08-02T01:28:25.462258,156.0,57.0,0.0,198.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:28:30.601858,148.0,53.0,0.0,948.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:28:40.853357,156.0,55.0,0.0,1018.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:28:51.108607,153.0,55.0,0.0,1018.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:28:56.252110,146.0,57.0,0.0,1005.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:29:06.499396,155.0,55.0,0.0,1008.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:29:11.627529,157.0,55.0,0.0,1013.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:29:21.866999,155.0,55.0,0.0,1018.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:29:32.118456,147.0,53.0,0.0,998.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:29:37.251297,147.0,53.0,0.0,210.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:29:47.503877,146.0,53.0,0.0,184.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:29:57.756860,147.0,55.0,0.0,183.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:30:02.895415,148.0,54.0,0.0,183.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:30:13.143221,145.0,53.0,0.0,183.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:30:18.273922,146.0,51.0,0.0,184.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:30:28.527414,152.0,54.0,0.0,186.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:30:38.776519,154.0,54.0,102.0,187.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:30:43.915903,146.0,53.0,101.0,187.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:30:54.164055,146.0,55.0,96.0,190.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:30:59.325277,148.0,54.0,90.0,187.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:31:09.572707,149.0,53.0,83.0,188.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:31:19.822542,147.0,54.0,73.0,185.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:31:24.964385,147.0,52.0,102.0,184.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:31:35.213108,147.0,53.0,64.0,180.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:31:45.467593,149.0,53.0,103.0,181.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:31:50.607322,147.0,53.0,102.0,185.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:32:00.841629,147.0,54.0,0.0,188.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:32:05.981983,147.0,53.0,0.0,188.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:32:16.248768,156.0,55.0,3.0,193.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:32:26.501614,155.0,55.0,0.0,193.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:32:31.640560,153.0,55.0,54.0,191.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:32:41.890706,154.0,55.0,62.0,193.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:32:52.141077,157.0,56.0,81.0,194.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:32:57.280146,157.0,56.0,80.0,194.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:33:07.532711,156.0,56.0,64.0,194.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:33:12.669905,156.0,55.0,104.0,194.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:33:22.921573,156.0,56.0,105.0,193.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:33:33.173412,151.0,54.0,103.0,191.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:33:38.309008,152.0,55.0,103.0,191.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:33:43.439780,151.0,54.0,103.0,190.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:33:53.484570,149.0,53.0,102.0,189.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:33:58.620150,151.0,55.0,101.0,189.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:34:08.866631,151.0,53.0,100.0,190.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:34:19.117685,156.0,57.0,100.0,191.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:34:24.254655,158.0,57.0,100.0,192.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:34:34.501219,152.0,54.0,97.0,187.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:34:44.790527,154.0,55.0,98.0,188.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:34:49.949941,158.0,56.0,99.0,190.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:35:00.218048,158.0,55.0,99.0,188.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:35:05.359682,157.0,56.0,98.0,190.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:35:15.620128,158.0,56.0,100.0,189.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:35:25.887252,157.0,56.0,98.0,188.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:35:31.037070,158.0,56.0,98.0,188.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:35:41.303025,155.0,55.0,97.0,186.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:35:46.454824,149.0,54.0,95.0,182.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:35:56.714396,147.0,53.0,94.0,180.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:36:06.971792,146.0,53.0,94.0,182.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:36:12.119132,146.0,53.0,94.0,179.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:36:22.371765,148.0,53.0,93.0,182.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:36:32.633659,150.0,54.0,41.0,172.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:36:37.780016,153.0,54.0,97.0,186.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:36:48.041170,155.0,55.0,96.0,187.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:36:53.191814,153.0,55.0,97.0,187.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:37:03.460571,150.0,52.0,96.0,187.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:37:13.715662,151.0,54.0,96.0,187.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:37:23.984201,154.0,55.0,97.0,188.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:37:29.131572,154.0,55.0,96.0,191.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:37:39.394750,155.0,55.0,96.0,192.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:37:49.663027,156.0,56.0,95.0,192.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:37:54.806479,156.0,55.0,92.0,193.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:38:05.073332,156.0,55.0,94.0,193.0,0.42,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:38:10.216503,157.0,56.0,90.0,194.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:38:20.475410,154.0,54.0,93.0,192.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:38:30.748001,158.0,56.0,91.0,194.0,0.39,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:38:35.899247,157.0,55.0,91.0,194.0,0.76,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:38:46.171101,158.0,56.0,86.0,194.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:38:51.324355,157.0,57.0,89.0,194.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:39:01.589470,156.0,55.0,88.0,193.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:39:11.851510,145.0,53.0,83.0,188.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:39:16.996799,146.0,54.0,84.0,188.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:39:27.256900,148.0,54.0,83.0,190.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:39:37.531654,152.0,54.0,84.0,191.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:39:42.675097,150.0,54.0,86.0,190.0,0.44,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:39:52.943390,146.0,53.0,85.0,187.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:39:58.090510,157.0,56.0,86.0,193.0,0.46,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:40:03.239071,152.0,54.0,85.0,189.0,0.37,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:40:13.283201,154.0,55.0,85.0,190.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:40:23.546849,146.0,53.0,85.0,187.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:40:28.689074,146.0,53.0,88.0,186.0,0.32,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:40:38.941099,147.0,52.0,86.0,183.0,0.29,0.0,0.0,121.45652770996094,21.456523895263672
2024-08-02T01:40:49.210162,156.0,55.0,88.0,187.0,0.34,0.0,0.0,121.45652770996094,21.456523895263672
